City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,mahanoro,-19.9,48.8,23.22,92,27,2.29,MG,1681935952
366,nowy dwor gdanski,54.2131,19.1177,8.41,90,99,4.75,PL,1681935953
367,fale old settlement,-9.3852,-171.2468,27.95,71,100,2.03,TK,1681935529
368,dame-marie,18.5667,-74.4167,26.26,72,9,0.53,HT,1681935953
369,antsiranana,-12.2787,49.2917,25.78,82,81,5.39,MG,1681935954
370,kyren,51.6828,102.1408,-12.26,77,38,1.23,RU,1681935954
371,kupang,-10.1667,123.5833,24.16,72,29,4.82,ID,1681935955
372,touros,-5.1989,-35.4608,27.32,79,100,4.42,BR,1681935955
373,mukalla,14.5425,49.1242,27.56,69,0,2.11,YE,1681935698
374,lillehammer,61.1146,10.4674,2.73,93,58,1.57,NO,1681935956
375,buka,40.8108,69.1986,9.35,53,1,0.6,UZ,1681935616
376,kenai,60.5544,-151.2583,4.05,52,0,5.14,US,1681935526
377,east ballina,-28.8667,153.5833,14.89,74,100,6.16,AU,1681935957
378,pointe-noire,-4.7761,11.8635,27.52,86,100,2.43,CG,1681935958
379,freeport,40.6576,-73.5832,18.92,40,0,5.14,US,1681935958
380,rafsanjan,30.4067,55.9939,19.36,20,2,2.4,IR,1681935959
381,inverloch,-38.6333,145.7167,11.75,78,60,3.33,AU,1681935959
382,balkashino,52.5167,68.7667,-2.21,92,7,1.52,KZ,1681935959
383,awjilah,29.1081,21.2869,19.92,32,0,5.67,LY,1681935588
384,misratah,32.3754,15.0925,19.09,63,72,10.0,LY,1681935608
385,yeppoon,-23.1333,150.7333,18.88,79,36,5.24,AU,1681935961
386,mermoz boabab,14.7065,-17.4758,21.31,83,99,8.23,SN,1681935961
387,sake,-1.5736,29.045,17.42,96,98,0.88,CD,1681935962
388,aurangabad,19.8833,75.3333,29.56,27,47,3.7,IN,1681935962
389,arraial do cabo,-22.9661,-42.0278,23.98,88,75,4.63,BR,1681935626
390,olyokminsk,60.3736,120.4264,-8.34,96,100,0.66,RU,1681935964
391,el charco,2.4769,-78.1105,29.86,64,100,3.67,CO,1681935964
392,quincy,42.2529,-71.0023,11.24,48,100,7.2,US,1681935929
393,san luis de la loma,17.2706,-100.8939,30.74,54,32,4.7,MX,1681935684
394,general roca,-39.0333,-67.5833,29.79,29,63,5.54,AR,1681935966
395,mondim de basto,41.4135,-7.9548,14.66,66,48,1.58,PT,1681935966
396,tuyen quang,21.8233,105.2181,25.14,92,0,0.58,VN,1681935967
397,keelung,25.1283,121.7419,25.59,93,100,0.42,TW,1681935967
398,camana,-16.6228,-72.7111,22.34,72,14,2.81,PE,1681935690
399,luganville,-15.5333,167.1667,24.09,92,98,0.8,VU,1681935633
400,balikpapan,-1.2675,116.8289,24.35,90,99,0.35,ID,1681935549
401,alice springs,-23.7,133.8833,10.75,87,0,3.09,AU,1681935549
402,coquimbo,-29.9533,-71.3436,17.85,72,0,5.66,CL,1681935297
403,battagram,34.6772,73.0233,13.09,85,99,1.42,PK,1681935970
404,yermolayevo,52.7167,55.8,7.79,52,43,1.76,RU,1681935970
405,elliot lake,46.3834,-82.6331,6.98,52,100,3.55,CA,1681935971
406,mount gambier,-37.8333,140.7667,11.2,85,99,1.3,AU,1681935643
407,springfield,37.2153,-93.2982,25.13,61,75,9.77,US,1681935425
408,nar'yan-mar,67.6713,53.087,0.15,98,100,7.49,RU,1681935600
409,tocopilla,-22.092,-70.1979,21.45,73,21,2.55,CL,1681935973
410,sao geraldo do araguaia,-6.4006,-48.555,27.08,91,99,0.63,BR,1681935973
411,kerikeri,-35.2268,173.9474,19.95,97,100,1.34,NZ,1681935624
412,pisco,-13.7,-76.2167,25.03,65,0,8.75,PE,1681935665
413,kourou,5.1552,-52.6478,25.03,91,97,3.4,GF,1681935664
414,golere,16.2557,-14.1017,34.77,14,99,5.27,SN,1681935975
415,gongju,36.4556,127.1247,17.14,92,84,2.05,KR,1681935975
416,praia da vitoria,38.7333,-27.0667,13.14,94,40,8.81,PT,1681935490
417,lesnoy,57.6198,63.0784,-0.18,59,1,2.41,RU,1681935976
418,sirte,31.2089,16.5887,18.95,54,30,8.78,LY,1681935976
419,chibougamau,49.9168,-74.3659,-2.21,74,100,5.14,CA,1681935594
420,acarau,-2.8856,-40.12,26.99,84,100,2.81,BR,1681935508
421,kasumkent,41.6773,48.146,11.5,74,74,0.93,RU,1681935977
422,amahai,-3.3333,128.9167,25.52,88,4,1.11,ID,1681935569
423,santiago de cao,-7.9589,-79.2392,26.07,73,20,5.66,PE,1681935979
424,pogranichnyy,44.4064,131.3769,8.38,64,100,3.62,RU,1681935979
425,tataouine,32.9297,10.4518,23.05,29,18,3.53,TN,1681935980
426,banjar,-8.19,114.9675,24.39,90,28,2.18,ID,1681935599
427,haiku-pauwela,20.9219,-156.3051,22.8,95,100,5.14,US,1681935980
428,san angelo,31.4638,-100.437,32.75,39,0,6.26,US,1681935846
429,kalianget,-7.05,113.9333,27.03,80,56,3.11,ID,1681935982
430,gebeit,21.0667,36.3167,24.74,29,0,2.0,SD,1681935982
431,ko pha ngan,9.7578,100.0291,26.57,74,82,4.63,TH,1681935983
432,nouadhibou,20.931,-17.0347,19.99,83,66,7.2,MR,1681935566
433,kitui,-1.367,38.0106,18.7,91,69,1.96,KE,1681935983
434,vangaindrano,-23.35,47.6,22.08,92,11,1.28,MG,1681935984
435,malango,-2.9627,119.9001,19.56,98,100,0.85,ID,1681935984
436,norfolk,42.1668,-71.2495,10.97,52,100,5.14,US,1681935685
437,al hufuf,25.3646,49.5653,23.19,49,75,1.54,SA,1681935859
438,port macquarie,-31.4333,152.9167,14.94,81,82,3.3,AU,1681935529
439,antonio enes,-16.2325,39.9086,24.95,76,25,2.73,MZ,1681935986
440,san jose de jachal,-30.2406,-68.7469,22.88,16,92,2.03,AR,1681935986
441,newman,37.3138,-121.0208,17.35,46,1,4.02,US,1681935987
442,puerto carreno,6.189,-67.4859,36.99,36,40,4.12,CO,1681935987
443,sabang,5.8933,95.3214,28.52,74,100,5.4,ID,1681935988
444,guiuan,11.0333,125.7247,27.45,81,81,4.24,PH,1681935554
445,taltal,-25.4,-70.4833,20.58,69,24,1.7,CL,1681935698
446,heihe,50.2441,127.4902,0.32,97,100,4.12,CN,1681935989
447,naracoorte,-36.9579,140.7383,10.23,87,11,1.93,AU,1681935989
448,anzio,41.4853,12.6179,13.96,80,0,1.26,IT,1681935990
449,jasper,37.2001,-94.3502,23.95,64,100,10.29,US,1681935990
450,tateyama,34.9833,139.8667,15.96,94,75,1.54,JP,1681935991
451,vernon,50.2581,-119.2691,14.31,36,100,2.06,CA,1681935538
452,muynoq,43.7683,59.0214,12.88,68,100,8.26,UZ,1681935673
453,minas de marcona,-15.2119,-75.1103,21.21,58,4,6.24,PE,1681935563
454,borba,-4.3878,-59.5939,29.02,81,100,1.01,BR,1681935992
455,chaykovskiy,56.7686,54.1148,5.32,85,29,1.81,RU,1681935993
456,hassi messaoud,31.6804,6.0729,34.92,7,40,4.12,DZ,1681935993
457,richards bay,-28.783,32.0377,21.72,81,0,5.89,ZA,1681935544
458,manokwari,-0.8667,134.0833,25.29,79,100,1.88,ID,1681935994
459,sebdou,34.637,-1.3314,11.61,87,100,3.65,DZ,1681935994
460,severo-yeniseyskiy,60.3725,93.0408,-17.69,100,97,1.98,RU,1681935995
461,gornopravdinsk,60.05,69.9,-3.21,79,10,3.36,RU,1681935996
462,miles city,46.4083,-105.8406,3.54,81,100,9.26,US,1681935996
463,inirida,3.8653,-67.9239,31.84,52,95,1.96,CO,1681935996
464,baruun-urt,46.6806,113.2792,-2.82,33,2,4.95,MN,1681935997
465,qingdao,36.0986,120.3719,10.78,100,75,6.0,CN,1681935997
466,naha,26.2125,127.6811,24.95,96,75,8.23,JP,1681935998
467,hanceville,34.0607,-86.7675,29.53,32,0,4.13,US,1681935998
468,belmonte,-15.8631,-38.8828,27.88,83,4,6.07,BR,1681935999
469,magangue,9.242,-74.7547,32.75,51,100,2.64,CO,1681935620
470,cuyo,10.8525,121.0086,28.23,73,8,0.34,PH,1681935999
471,coari,-4.085,-63.1414,28.73,72,97,1.23,BR,1681936000
472,betio village,1.358,172.9211,29.02,78,51,5.11,KI,1681936000
473,riyadh,24.6877,46.7219,20.08,53,72,2.61,SA,1681935629
474,paita,-5.0892,-81.1144,28.29,65,94,5.57,PE,1681936001
475,ust-tsilma,65.441,52.1498,-0.99,93,100,3.21,RU,1681935637
476,atar,20.5169,-13.0499,28.21,17,100,3.4,MR,1681936002
477,curaca,-8.9903,-39.9094,34.71,30,99,3.68,BR,1681936002
478,caqueza,4.4057,-73.9468,24.81,86,100,1.56,CO,1681936003
479,cherdyn',60.403,56.4787,0.5,64,11,1.81,RU,1681936003
480,yuzhno-kurilsk,44.0306,145.8556,3.51,86,37,2.34,RU,1681935699
481,fort mcmurray,56.7268,-111.381,1.77,86,100,5.14,CA,1681935535
482,chengde,40.9725,117.9361,13.91,46,100,3.78,CN,1681936004
483,shitanjing,39.2342,106.3439,9.17,23,96,1.07,CN,1681936005
484,sisimiut,66.9395,-53.6735,-5.87,79,92,2.77,GL,1681935558
485,saint-leu,-21.15,55.2833,25.46,93,20,0.93,RE,1681936006
486,nikolayevsk-on-amure,53.1406,140.73,-0.34,96,100,0.45,RU,1681936006
487,bereznik,62.8551,42.7072,-0.05,97,100,1.09,RU,1681936006
488,yangliuqing,39.1375,116.9997,17.97,38,100,9.34,CN,1681936007
489,metlili chaamba,32.2667,3.6333,30.52,10,75,2.57,DZ,1681936007
490,san martin,-33.081,-68.4681,25.3,16,4,3.41,AR,1681936008
491,tucuma,-0.1833,-50.05,26.75,79,100,2.25,BR,1681936008
492,ad darb,17.7229,42.2526,30.92,59,0,1.64,SA,1681936008
493,velizh,55.6056,31.1967,8.12,69,72,3.2,RU,1681936009
494,saiha,22.4833,92.9667,20.72,81,0,1.58,IN,1681936009
495,lakatoro,-16.0999,167.4164,26.37,79,98,2.27,VU,1681936010
496,camrose,53.0168,-112.8353,2.17,63,100,3.68,CA,1681936010
497,cam pha mines,21.0167,107.3,22.56,98,43,1.93,VN,1681936011
498,tenno,39.9,139.9667,8.72,85,14,3.96,JP,1681936012
499,namibe,-15.1961,12.1522,25.65,71,45,2.65,AO,1681935690
500,cusset,46.13,3.4596,14.19,85,42,1.68,FR,1681936012
501,molepolole,-24.4066,25.4951,14.08,33,0,1.68,BW,1681936013
502,safi,32.1667,-8.8333,16.09,74,2,4.83,MA,1681936013
503,orapa,-21.2833,25.3667,20.19,25,12,4.87,BW,1681936014
504,prince rupert,54.3161,-130.3201,10.05,51,0,7.2,CA,1681935656
505,mingora,34.7758,72.3625,14.11,92,100,1.95,PK,1681936015
506,kerema,-7.9631,145.7785,24.3,86,26,1.43,PG,1681936015
507,sona,45.4388,10.8255,14.07,89,75,0.51,IT,1681936015
508,boke,10.9409,-14.2967,27.65,65,16,4.04,GN,1681936016
509,santo antonio,-6.3106,-35.4789,26.87,77,100,4.97,BR,1681936016
510,banff,51.1762,-115.5698,5.21,52,100,3.09,CA,1681936017
511,dolores,-36.3132,-57.6792,16.32,46,3,7.34,AR,1681935856
512,wum,6.3833,10.0667,20.71,87,100,0.94,CM,1681936018
513,corumba,-19.0092,-57.6533,30.84,57,20,3.6,BR,1681936018
514,belyy yar,53.6039,91.3903,-3.06,59,0,4.0,RU,1681936018
515,kalemie,-5.9475,29.1947,22.58,84,8,1.93,CD,1681936019
516,okha,53.5739,142.9478,-1.36,90,98,4.62,RU,1681936019
517,vilyuysk,63.7553,121.6247,-16.05,100,90,1.49,RU,1681935685
518,howard springs,-12.497,131.047,21.95,72,7,1.19,AU,1681935681
519,el carril,-25.0741,-65.4917,24.47,48,2,1.93,AR,1681936020
520,camiri,-20.05,-63.5167,24.88,61,40,0.0,BO,1681936021
521,carentan,49.3031,-1.2481,9.82,88,0,7.39,FR,1681936021
522,mizdah,31.4451,12.9801,23.75,20,85,4.74,LY,1681936022
523,bandarbeyla,9.4942,50.8122,28.04,68,9,4.06,SO,1681936023
524,kailua-kona,19.6406,-155.9956,24.04,92,100,9.26,US,1681935675
525,emporia,38.4039,-96.1817,27.11,50,20,9.77,US,1681935940
526,ulladulla,-35.35,150.4667,14.87,83,100,3.92,AU,1681936024
527,jijel,36.8205,5.7667,15.69,88,94,1.61,DZ,1681936024
528,ialibu,-6.2821,143.9935,11.78,97,47,1.3,PG,1681936025
529,saint-joseph,-21.3667,55.6167,24.21,83,23,5.5,RE,1681936025
530,san carlos del zulia,9.0,-71.9135,30.15,63,98,3.11,VE,1681936026
531,mundri,-6.9558,111.71,23.84,92,32,2.01,ID,1681936026
532,spanish springs,39.6491,-119.7074,10.79,31,0,5.14,US,1681936027
533,soio,-6.1349,12.3689,27.25,90,95,3.63,AO,1681936027
534,ouesso,1.6136,16.0517,24.76,74,100,1.49,CG,1681936028
535,hasaki,35.7333,140.8333,15.22,93,100,3.78,JP,1681936028
536,karratha,-20.7377,116.8463,23.04,36,14,6.34,AU,1681936029
537,pineville,31.3224,-92.4343,28.85,53,0,5.14,US,1681936029
538,san juan,-31.5375,-68.5364,26.79,15,14,2.01,AR,1681936029
539,alenquer,-1.9417,-54.7383,28.28,72,97,0.88,BR,1681936030
540,jiuquan,39.7432,98.5174,4.54,15,100,3.2,CN,1681936030
541,nguigmi,14.2495,13.1092,32.6,15,0,2.49,NE,1681936031
542,oyo,7.85,3.9333,23.81,90,100,2.72,NG,1681936031
543,lloydminster,53.2835,-110.0016,2.12,60,100,4.63,CA,1681936032
544,khilok,51.3674,110.4676,-9.85,80,100,6.95,RU,1681936032
545,jeronimo monteiro,-20.7894,-41.395,28.8,72,73,1.91,BR,1681936033
546,castillos,-34.1667,-53.8333,14.56,77,61,4.46,UY,1681936033
547,trujillo,-8.116,-79.03,25.98,73,20,5.66,PE,1681936034
548,mahibadhoo,3.7833,72.9667,28.54,69,100,1.68,MV,1681936034
549,porto torres,40.835,8.3972,13.1,81,62,1.16,IT,1681936035
550,huntsville,34.7304,-86.5861,28.41,28,0,6.17,US,1681935540
551,parras de la fuente,25.4167,-102.1833,29.11,10,54,4.67,MX,1681936036
552,north battleford,52.7834,-108.2847,0.05,69,100,7.2,CA,1681936036
553,kristinestad,62.2743,21.376,1.17,87,12,2.0,FI,1681936037
554,knyaze-volkonskoye,48.4642,135.4567,2.19,85,100,3.17,RU,1681936037
555,menzelinsk,55.7271,53.1026,8.86,70,100,2.94,RU,1681936038
556,cacador,-26.7753,-51.015,12.47,75,100,3.24,BR,1681936038
557,robit,12.0167,39.6333,19.87,77,78,3.0,ET,1681936039
558,chamical,-30.36,-66.314,27.78,22,6,4.93,AR,1681935914
559,kristiansund,63.1115,7.732,9.03,70,0,0.0,NO,1681936040
560,arkhangel'sk,64.5401,40.5433,3.06,80,40,3.0,RU,1681936040
561,coahuayana de hidalgo,18.7,-103.6583,32.59,39,64,3.71,MX,1681936040
562,simsbury center,41.8809,-72.8112,13.05,51,75,4.63,US,1681936041
563,tadine,-21.55,167.8833,25.17,81,7,2.02,NC,1681936041
564,abaza,52.655,90.0928,-9.05,85,65,2.64,RU,1681936042
565,mozarlandia,-14.7447,-50.5706,28.56,74,93,1.47,BR,1681936042
566,kolonia,50.9333,6.95,11.65,37,0,3.09,DE,1681935744
567,laguna,38.421,-121.4238,18.13,42,0,1.54,US,1681936043
568,berezovyy,51.6667,135.7,0.2,92,100,1.67,RU,1681936044
569,sliven,42.6858,26.3292,7.2,87,68,1.48,BG,1681936044
570,maitum,6.0392,124.4986,25.82,86,11,0.53,PH,1681936045
571,balakhta,55.38,91.6,-6.77,91,100,5.23,RU,1681936045
572,maravatio de ocampo,19.9,-100.45,29.24,15,100,3.71,MX,1681936046
573,constitucion,-35.3333,-72.4167,18.41,63,98,6.75,CL,1681935825
574,gallup,35.5281,-108.7426,17.91,14,0,16.98,US,1681936046
575,las lomitas,-24.7096,-60.593,28.65,34,0,3.72,AR,1681936047
576,katsuren-haebaru,26.3369,127.8719,25.01,92,100,6.69,JP,1681936047
577,turpan,42.9333,89.1667,12.84,14,100,0.97,CN,1681936048
578,poyarkovo,49.6,128.6833,1.69,98,100,1.52,RU,1681936048
579,sulak,43.2734,47.5146,9.58,78,48,7.99,RU,1681936049
580,quang ngai,15.1167,108.8,25.64,74,0,2.08,VN,1681936049
